Date,TLT,GLD,SPY
05/12/2017,120.77,120.32,252.19
06/12/2017,121.19,120.07,252.24
07/12/2017,120.24,118.49,253.04
08/12/2017,120.25,118.48,254.42
11/12/2017,120,118.01,255.18
12/12/2017,119.95,118.15,255.63
13/12/2017,120.86,119.17,255.61
14/12/2017,121.37,118.93,254.56
15/12/2017,121.82,119.18,256.68
18/12/2017,120.71,119.73,258.31
19/12/2017,119.15,119.82,257.32
20/12/2017,117.83,120.14,257.18
21/12/2017,118.51,120.31,257.71
22/12/2017,118.68,120.94,257.64
26/12/2017,119.03,121.77,257.34
27/12/2017,120.58,122.23,257.46
28/12/2017,120.47,122.85,257.99
29/12/2017,120.66,123.65,257.02
02/01/2018,119.36,125.15,258.86
03/01/2018,119.93,124.82,260.5
04/01/2018,119.91,125.46,261.59
05/01/2018,119.57,125.33,263.34
08/01/2018,119.49,125.31,263.82
09/01/2018,117.9,124.73,264.42
10/01/2018,117.75,125.03,264.01
11/01/2018,118.24,125.44,265.94
12/01/2018,118.44,126.96,267.67
16/01/2018,118.93,127.17,266.76
17/01/2018,118.77,126.14,269.3
18/01/2018,117.67,125.86,268.85
19/01/2018,117.05,126.42,270.07
22/01/2018,117.16,126.65,272.26
23/01/2018,117.67,127.28,272.84
24/01/2018,117.03,128.83,272.74
25/01/2018,117.99,127.97,272.85
26/01/2018,117.55,128.07,276.01
29/01/2018,116.74,127.35,274.18
30/01/2018,116.05,126.8,271.37
31/01/2018,116.74,127.65,271.5
01/02/2018,115.04,128.07,271.2
02/02/2018,113.98,126.39,265.29
05/02/2018,115.05,126.71,254.2
06/02/2018,114.34,125.38,259.2
07/02/2018,113.25,124.79,257.8
08/02/2018,113.13,124.98,248.13
09/02/2018,112.41,124.77,251.86
12/02/2018,112.91,125.37,255.55
13/02/2018,113.41,126.08,256.19
14/02/2018,112.16,128.23,259.65
15/02/2018,112.54,128.38,262.96
16/02/2018,113.15,127.96,263.04
20/02/2018,112.65,126.24,261.39
21/02/2018,111.27,125.66,260.09
22/02/2018,111.6,126.3,260.43
23/02/2018,112.59,126.14,264.58
26/02/2018,112.63,126.45,267.65
27/02/2018,112.47,125.13,264.31
28/02/2018,113.19,125,261.63
01/03/2018,113.96,124.72,257.83
02/03/2018,113.03,125.39,259.16
05/03/2018,112.73,125.18,262.15
06/03/2018,112.83,126.53,262.82
07/03/2018,112.71,125.72,262.72
08/03/2018,113.36,125.42,263.99
09/03/2018,112.61,125.54,268.59
12/03/2018,113.26,125.54,268.25
13/03/2018,113.83,125.78,266.52
14/03/2018,114.84,125.7,265.15
15/03/2018,114.84,124.9,264.86
16/03/2018,114.43,124.6,265.15
19/03/2018,114.06,124.87,261.56
20/03/2018,113.6,124.31,262
21/03/2018,113.73,126.48,261.5
22/03/2018,114.86,125.98,254.96
23/03/2018,114.77,127.61,249.53
26/03/2018,114.33,128.28,256.36
27/03/2018,115.55,127.49,251.99
28/03/2018,115.86,125.73,251.25
29/03/2018,116.42,125.79,254.46
02/04/2018,116.65,127.26,248.97
03/04/2018,115.75,126.3,252.16
04/04/2018,115.51,126.45,254.86
05/04/2018,114.65,125.8,256.87
06/04/2018,115.9,126.39,251.14
09/04/2018,116.1,126.82,252.38
10/04/2018,115.89,127.12,256.39
11/04/2018,116.3,128.11,255.05
12/04/2018,115.45,126.62,257.15
13/04/2018,115.71,127.45,256.39
16/04/2018,115.75,127.63,258.5
17/04/2018,116.07,127.75,261.27
18/04/2018,115.14,127.85,261.46
19/04/2018,114.2,127.6,260.01
20/04/2018,113.38,126.63,257.81
23/04/2018,113.41,125.62,257.77
24/04/2018,112.89,126.23,254.3
25/04/2018,112.13,125.41,254.92
26/04/2018,112.92,124.97,257.52
27/04/2018,113.79,125.5,257.76
30/04/2018,113.99,124.59,255.78
01/05/2018,113.58,123.71,256.23
02/05/2018,113.46,123.65,254.51
03/05/2018,113.96,124.28,253.95
04/05/2018,114.14,124.54,257.24
07/05/2018,113.95,124.57,258.11
08/05/2018,113.85,124.59,258.11
09/05/2018,113.17,124.33,260.6
10/05/2018,114.08,125.18,263.04
11/05/2018,114.37,125,263.84
14/05/2018,113.76,124.49,263.97
15/05/2018,112.47,122.48,262.15
16/05/2018,112.04,122.29,263.25
17/05/2018,111.47,122.36,263.03
18/05/2018,112.43,122.41,262.37
21/05/2018,112.49,122.48,264.34
22/05/2018,112.31,122.41,263.61
23/05/2018,113.13,122.54,264.33
24/05/2018,114.03,123.59,263.79
25/05/2018,114.74,123.21,263.16
29/05/2018,117.25,123.19,260.14
30/05/2018,116.47,123.37,263.61
31/05/2018,116.28,123.1,261.99
01/06/2018,115.66,122.49,264.57
04/06/2018,114.82,122.37,265.82
05/06/2018,115.09,122.85,266.02
06/06/2018,114.16,122.92,268.24
07/06/2018,115.27,122.86,268.21
08/06/2018,114.92,123.01,269
11/06/2018,114.71,123.23,269.36
12/06/2018,114.74,122.82,269.71
13/06/2018,114.68,123.19,268.85
14/06/2018,115.63,123.38,269.53
15/06/2018,115.74,121.34,269.18
18/06/2018,115.63,121.11,268.63
19/06/2018,116.31,120.8,267.6
20/06/2018,115.29,120.26,268.06
21/06/2018,115.89,120.05,266.38
22/06/2018,115.88,120.34,266.86
25/06/2018,116.14,119.89,263.23
26/06/2018,116.31,119.26,263.81
27/06/2018,117.4,118.58,261.63
28/06/2018,117.43,118.22,263.12
29/06/2018,117.03,118.65,263.5
02/07/2018,116.93,117.46,264.06
03/07/2018,117.56,118.65,263.13
05/07/2018,117.9,119.05,265.28
06/07/2018,118.28,118.86,267.52
09/07/2018,117.52,119.15,269.93
10/07/2018,117.51,118.93,270.9
11/07/2018,117.97,117.64,268.92
12/07/2018,117.96,118.13,271.36
13/07/2018,118.26,117.61,271.57
16/07/2018,117.76,117.55,271.33
17/07/2018,117.54,116.28,272.43
18/07/2018,117.07,116.31,273
19/07/2018,117.81,115.81,271.97
20/07/2018,116.37,116.56,271.66
23/07/2018,114.93,116,272.16
24/07/2018,115.33,116.04,273.53
25/07/2018,115.14,116.68,275.86
26/07/2018,114.92,115.77,275.21
27/07/2018,115.11,115.83,273.35
30/07/2018,114.72,115.65,271.92
31/07/2018,115.34,115.99,273.26
01/08/2018,114.41,115.14,272.81
02/08/2018,114.57,114.52,274.29
03/08/2018,115.14,114.92,275.47
06/08/2018,115.21,114.33,276.48
07/08/2018,114.61,114.59,277.39
08/08/2018,114.72,114.91,277.27
09/08/2018,115.69,114.74,276.89
10/08/2018,116.53,114.69,275.04
13/08/2018,116.29,112.96,274.01
14/08/2018,116.03,113.07,275.76
15/08/2018,116.7,111.19,273.7
16/08/2018,116.69,111.1,275.91
17/08/2018,116.84,112.13,276.88
20/08/2018,117.62,112.69,277.48
21/08/2018,117.23,113.02,278.13
22/08/2018,117.69,113.27,277.96
23/08/2018,117.87,112.2,277.59
24/08/2018,118.1,114.16,279.26
27/08/2018,117.43,114.59,281.47
28/08/2018,116.72,113.68,281.61
29/08/2018,116.88,114.2,283.12
30/08/2018,117.13,113.64,281.97
31/08/2018,116.86,113.51,281.98
04/09/2018,116.18,112.93,281.5
05/09/2018,115.87,113.32,280.74
06/09/2018,116.3,113.54,279.9
07/09/2018,115.31,113.23,279.35
10/09/2018,115.74,113.15,279.84
11/09/2018,114.86,113.22,280.76
12/09/2018,115.13,114.17,280.83
13/09/2018,115.3,113.76,282.49
14/09/2018,114.75,113.02,282.54
17/09/2018,114.75,113.61,281.04
18/09/2018,113.55,113.44,282.57
19/09/2018,112.87,113.88,282.87
20/09/2018,113.39,114.27,285.16
21/09/2018,113.35,113.49,284.9
24/09/2018,113.06,113.47,283.95
25/09/2018,112.94,113.65,283.69
26/09/2018,113.73,113.05,282.84
27/09/2018,113.81,112.05,283.63
28/09/2018,113.51,112.76,283.66
01/10/2018,112.68,112.57,284.65
02/10/2018,113.37,113.87,284.48
03/10/2018,111.4,113.42,284.64
04/10/2018,110.61,113.48,282.41
05/10/2018,109.66,113.8,280.83
08/10/2018,109.29,112.54,280.83
09/10/2018,110.4,112.6,280.42
10/10/2018,110.1,112.88,271.54
11/10/2018,111.44,115.78,265.56
12/10/2018,111.05,115.23,269.25
15/10/2018,111,116,267.74
16/10/2018,111.25,115.8,273.59
17/10/2018,110.59,115.79,273.64
18/10/2018,110.55,115.92,269.69
19/10/2018,110.31,116.01,269.54
22/10/2018,110.17,115.71,268.33
23/10/2018,110.51,116.39,266.97
24/10/2018,111.35,116.66,258.88
25/10/2018,110.88,116.4,263.52
26/10/2018,111.55,116.77,258.89
29/10/2018,111.3,116.31,257.45
30/10/2018,110.75,115.8,261.27
31/10/2018,110.18,115.15,264.06
01/11/2018,110.29,116.63,266.87
02/11/2018,108.92,116.65,265.29
05/11/2018,109.34,116.37,266.75
06/11/2018,109.28,116.04,268.44
07/11/2018,109.42,116.03,274.19
08/11/2018,109.41,115.78,273.69
09/11/2018,110.23,114.48,271.02
12/11/2018,110.95,113.66,265.95
13/11/2018,110.88,113.7,265.45
14/11/2018,110.95,114.64,263.64
15/11/2018,110.9,114.77,266.39
16/11/2018,111.54,115.62,267.08
19/11/2018,111.85,115.67,262.57
20/11/2018,111.89,115.67,257.71
21/11/2018,111.85,115.86,258.58
23/11/2018,111.97,115.77,256.86
26/11/2018,111.72,115.64,261
27/11/2018,111.84,114.95,261.88
28/11/2018,111.3,115.38,267.91
29/11/2018,111.74,115.74,267.33
30/11/2018,112.15,115.54,268.96
03/12/2018,112.95,116.41,272.52
04/12/2018,114.84,117.12,263.69
06/12/2018,115.2,117.14,263.29
07/12/2018,115.42,118.09,257.17
10/12/2018,115.89,117.68,257.66
11/12/2018,115.87,117.54,257.72
12/12/2018,115.36,117.79,259.01
13/12/2018,115.08,117.53,258.93
14/12/2018,115.48,117.06,254.15
17/12/2018,116.16,117.87,249.16
18/12/2018,116.85,118.15,248.89
19/12/2018,118.4,117.43,245.16
20/12/2018,117.97,119.24,241.17
21/12/2018,117.95,118.72,236.23
24/12/2018,118.53,120.02,229.99
26/12/2018,117.26,119.66,241.61
27/12/2018,117.28,120.57,243.46
28/12/2018,118.27,121.06,243.15
31/12/2018,118.72,121.25,245.28
02/01/2019,119.34,121.33,245.53
03/01/2019,120.7,122.43,239.67
04/01/2019,119.3,121.44,247.7
07/01/2019,118.95,121.86,249.65
08/01/2019,118.64,121.53,252
09/01/2019,118.45,122.31,253.18
10/01/2019,117.69,121.59,254.07
11/01/2019,118.15,121.8,254.17
14/01/2019,117.71,122.09,252.62
15/01/2019,117.28,121.88,255.51
16/01/2019,117.4,122.27,256.13
17/01/2019,117.43,122.11,258.07
18/01/2019,116.81,121.02,261.51
22/01/2019,117.6,121.45,257.98
23/01/2019,117.56,121.28,258.51
24/01/2019,118.33,121.09,258.65
25/01/2019,117.76,122.86,260.84
28/01/2019,117.64,123.29,258.86
29/01/2019,118.24,123.98,258.51
30/01/2019,118.15,124.69,262.61
31/01/2019,119.17,124.75,264.91
01/02/2019,118.45,124.5,265.04
04/02/2019,117.92,123.96,266.91
05/02/2019,118.46,124.28,268.02
06/02/2019,118.52,123.44,267.67
07/02/2019,119.3,123.74,265.12
08/02/2019,119.81,124.21,265.44
11/02/2019,119.34,123.6,265.59
12/02/2019,119.04,123.86,269.01
13/02/2019,118.59,123.37,269.88
14/02/2019,119.26,124.06,269.28
15/02/2019,119.45,124.8,272.22
19/02/2019,119.75,126.7,272.69
20/02/2019,119.41,126.48,273.24
21/02/2019,118.34,125.05,272.26
22/02/2019,119.05,125.5,273.95
25/02/2019,118.69,125.37,274.33
26/02/2019,119.28,125.58,274.13
27/02/2019,117.93,124.69,274.01
28/02/2019,117.53,123.99,273.5
01/03/2019,116.44,121.88,275.21
04/03/2019,117.35,121.56,274.21
05/03/2019,117.6,121.72,273.83
06/03/2019,118.03,121.61,272.18
07/03/2019,118.8,121.51,269.9
08/03/2019,119.3,122.84,269.36
11/03/2019,118.94,122.24,273.27
12/03/2019,119.78,122.98,274.3
13/03/2019,119.55,123.84,276.11
14/03/2019,118.69,122.41,275.93
15/03/2019,119.47,122.97,277.3
18/03/2019,119.41,123.04,278.3
19/03/2019,119.14,123.38,278.37
20/03/2019,120.39,124.18,277.53
21/03/2019,120.65,123.68,280.67
22/03/2019,122.53,123.97,275.27
25/03/2019,122.72,124.92,275.06
26/03/2019,122.63,124.3,277.11
27/03/2019,123.76,123.65,275.66
28/03/2019,124.19,121.9,276.71
29/03/2019,124.08,122.01,278.45
01/04/2019,122.31,121.53,281.75
02/04/2019,122.54,121.98,281.89
03/04/2019,121.48,121.8,282.34
04/04/2019,121.82,122.11,283.08
05/04/2019,121.98,121.98,284.45
08/04/2019,121.55,122.51,284.67
09/04/2019,121.93,123.15,283.21
10/04/2019,122.23,123.53,284.18
11/04/2019,121.51,121.95,284.1
12/04/2019,120.64,121.83,286.02
15/04/2019,120.95,121.6,285.83
16/04/2019,120.19,120.51,286.02
17/04/2019,120.24,120.28,285.32
18/04/2019,120.87,120.37,285.88
22/04/2019,120.29,120.37,286.13
23/04/2019,120.54,120.12,288.7
24/04/2019,121.53,120.47,288.06
25/04/2019,121.35,120.57,287.89
26/04/2019,121.76,121.37,289.23
29/04/2019,120.99,120.83,289.68
30/04/2019,121.61,121.2,289.83
01/05/2019,122.11,120.4,287.65
02/05/2019,121.53,119.94,287.03
03/05/2019,121.87,120.65,289.84
06/05/2019,122.21,120.81,288.64
07/05/2019,123.14,121.21,283.82
08/05/2019,122.61,120.91,283.43
09/05/2019,123.11,121.2,282.57
10/05/2019,122.95,121.43,283.99
13/05/2019,123.91,122.67,276.85
14/05/2019,123.55,122.46,279.36
15/05/2019,124.31,122.39,280.99
16/05/2019,123.89,121.51,283.6
17/05/2019,124.17,120.65,281.76
20/05/2019,123.91,120.64,279.9
21/05/2019,123.71,120.36,282.42
22/05/2019,124.42,120.24,281.56
23/05/2019,125.82,121.17,278.12
24/05/2019,125.93,121.3,278.75
28/05/2019,126.84,120.83,276.15
29/05/2019,127.22,120.87,274.3
30/05/2019,128.32,121.69,275.05
31/05/2019,129.92,123.33,271.34
03/06/2019,130.79,125.11,270.65
04/06/2019,129.3,125.15,276.53
05/06/2019,128.57,125.47,278.92
06/06/2019,128.98,125.88,280.74
07/06/2019,130.1,126.59,283.55
10/06/2019,128.88,125.33,284.85
11/06/2019,128.95,125.18,284.78
12/06/2019,129.05,125.83,284.28
13/06/2019,129.5,126.6,285.45
14/06/2019,129.82,126.56,285.13
17/06/2019,130.05,126.48,285.24
18/06/2019,130.7,127.12,288.23
19/06/2019,130.89,127.89,288.88
20/06/2019,131.24,131.11,291.64
21/06/2019,129.79,131.98,291.22
24/06/2019,130.76,133.94,290.86
25/06/2019,131.17,134.2,288.01
26/06/2019,130.33,132.97,287.72
27/06/2019,131.25,132.84,288.74
28/06/2019,131.16,133.2,290.23
01/07/2019,130.85,130.62,292.86
02/07/2019,131.86,133.41,293.62
03/07/2019,132.8,133.63,295.97
05/07/2019,131.04,132.14,295.63
08/07/2019,131.22,131.29,294.01
09/07/2019,131.17,131.75,294.38
10/07/2019,130.44,133.83,295.78
11/07/2019,128.7,132.7,296.48
12/07/2019,128.85,133.53,297.8
15/07/2019,129.59,133.53,297.9
16/07/2019,129.21,132.4,296.94
17/07/2019,130.6,134.58,294.92
18/07/2019,130.61,136.48,296
19/07/2019,130.31,134.47,294.36
22/07/2019,130.55,134.45,295.08
23/07/2019,129.84,133.69,297.19
24/07/2019,130.41,134.37,298.59
25/07/2019,129.78,133.42,297.16
26/07/2019,130.09,133.64,299.15
29/07/2019,130.13,134.53,298.61
30/07/2019,130.44,134.98,297.87
31/07/2019,131.49,133.21,294.61
01/08/2019,134.11,136.41,292.05
02/08/2019,135.34,135.89,289.85
05/08/2019,137.68,137.79,281.13
06/08/2019,138.78,138.91,285.08
07/08/2019,138.83,141.02,285.24
08/08/2019,139.13,141.73,290.84
09/08/2019,138.85,141.26,288.86
12/08/2019,141.75,142.63,285.34
13/08/2019,141.26,141.78,289.78
14/08/2019,144.45,142.75,281.21
15/08/2019,146.05,143.7,281.96
16/08/2019,144.88,142.78,286.12
19/08/2019,142.81,141.11,289.56
20/08/2019,144.29,142.21,287.34
21/08/2019,143.33,141.76,289.68
22/08/2019,142.37,141.4,289.59
23/08/2019,144.71,144.17,282.15
26/08/2019,144.13,144.19,285.27
27/08/2019,146.35,145.57,284.15
28/08/2019,146.54,145.16,286.16
29/08/2019,145.98,144.12,289.81
30/08/2019,146.02,143.75,289.68
03/09/2019,146.21,145.75,287.99
04/09/2019,146.43,146.66,291.26
05/09/2019,143.78,143.14,295
06/09/2019,144.8,141.92,295.23
09/09/2019,142.23,141.39,295.38
10/09/2019,139.74,140.18,295.31
11/09/2019,139.49,141.03,297.41
12/09/2019,138.57,141.32,298.44
13/09/2019,135.61,140.15,298.24
16/09/2019,137.34,141.32,297.32
17/09/2019,138.09,141.6,298.07
18/09/2019,138.67,140.71,298.25
19/09/2019,139.09,141.28,298.23
20/09/2019,140.93,142.95,296.82
23/09/2019,140.9,143.75,296.75
24/09/2019,142.6,144.51,294.42
25/09/2019,140.51,141.83,296.16
26/09/2019,141.41,141.79,295.55
27/09/2019,141.76,141.06,293.95
30/09/2019,142.11,138.87,295.32
01/10/2019,142.54,139.63,291.81
02/10/2019,142.89,141.26,286.65
03/10/2019,144.19,141.9,289
04/10/2019,145.25,141.9,292.91
07/10/2019,144.05,140.69,291.65
08/10/2019,144.44,141.92,287.12
09/10/2019,143.62,142.05,289.84
10/10/2019,141.48,140.81,291.81
11/10/2019,139.73,140.03,294.83
14/10/2019,140.75,140.59,294.5
15/10/2019,139.04,139.61,297.42
16/10/2019,139.21,140.41,296.94
17/10/2019,138.88,140.61,297.82
18/10/2019,138.88,140.46,296.51
21/10/2019,137.83,139.79,298.52
22/10/2019,138.64,140.2,297.55
23/10/2019,138.78,140.53,298.41
24/10/2019,138.5,141.53,298.9
25/10/2019,137.82,141.86,300.12
28/10/2019,136.57,140.64,301.82
29/10/2019,136.66,140.25,301.73
30/10/2019,138.66,141.02,302.65
31/10/2019,140.53,142.43,301.85
01/11/2019,140.09,142.56,304.64
04/11/2019,138.25,142.15,305.87
05/11/2019,136.7,139.85,305.53
06/11/2019,137.52,140.45,305.6
07/11/2019,135.03,138.27,306.67
08/11/2019,134.46,137.39,307.43
11/11/2019,134.55,137.06,306.84
12/11/2019,135.17,137.43,307.49
13/11/2019,136.05,137.98,307.59
14/11/2019,137.45,138.56,308.04
15/11/2019,137.3,138.21,310.26
18/11/2019,137.55,138.62,310.49
19/11/2019,138.7,138.69,310.4
20/11/2019,140.13,138.76,309.25
21/11/2019,139.26,138,308.75
22/11/2019,139.44,137.74,309.44
25/11/2019,139.85,137.08,311.84
26/11/2019,140.66,137.74,312.54
27/11/2019,140.25,137.01,313.94
29/11/2019,139.96,137.86,312.77
02/12/2019,138.09,137.79,310.12
03/12/2019,140.98,139.11,308.04
04/12/2019,139.58,138.92,309.94
05/12/2019,138.9,139,310.49
06/12/2019,138.13,137.62,313.33
09/12/2019,138.43,137.58,312.34
10/12/2019,138.44,137.97,312
11/12/2019,139.53,138.92,312.88
12/12/2019,137.23,138.43,315.58
13/12/2019,138.82,139.05,315.77
16/12/2019,137.57,139.04,317.94
17/12/2019,137.38,139.01,318.01
18/12/2019,136.25,139.02,318.03
19/12/2019,136.47,139.38,319.33
20/12/2019,136.65,139.52,320.73
23/12/2019,136.45,139.95,321.22
24/12/2019,136.84,141.27,321.23
26/12/2019,137.17,142.38,322.94
27/12/2019,137.32,142.33,322.86
30/12/2019,136.82,142.63,321.08
31/12/2019,135.48,142.9,321.86
02/01/2020,137.01,143.95,324.87
03/01/2020,139.12,145.86,322.41
06/01/2020,138.33,147.39,323.64
07/01/2020,137.65,147.97,322.73
08/01/2020,136.74,146.86,324.45
09/01/2020,137.22,146.03,326.65
10/01/2020,138.44,146.91,325.71
13/01/2020,138.02,145.82,327.95
14/01/2020,138.73,145.69,327.45
15/01/2020,139.65,146.54,328.19
16/01/2020,139.21,146.31,330.92
17/01/2020,138.02,146.58,331.95
21/01/2020,139.47,146.74,331.3
22/01/2020,139.96,146.79,331.34
23/01/2020,140.94,147.12,331.72
24/01/2020,142.08,147.98,328.77
27/01/2020,144.29,148.99,323.5
28/01/2020,143.16,147.66,326.89
29/01/2020,144.56,148.46,326.62
30/01/2020,144.58,148.47,327.68
31/01/2020,145.9,149.33,321.73
